source_id,Pristine_mag_CaHK,Pristine_flux_CaHK,Pristine_flux_error_CaHK
118,,-1.794525002501332e-18,9.407098811277717e-19
119,21.43412014789612,1.9437121116246887e-19,2.886729062365688e-19
120,23.889993081893703,2.024336786537724e-20,5.178922534680017e-19
121,20.924687838393407,3.107455117586525e-19,5.490736397962428e-19
122,21.415467130155474,1.9773937081177619e-19,7.424673568418403e-19
123,21.358174004361114,2.084540792385315e-19,1.160044718152413e-19
124,22.37796100477244,8.148836386988628e-20,5.67642675666366e-19
125,21.838920265141187,1.338788255755676e-19,2.6171162119231606e-19
126,20.12290304143566,6.503075309484561e-19,8.605914977588988e-19
127,19.60268625518297,1.0500391649390804e-18,5.4204845675515025e-19
128,21.23101728795051,2.343543854384767e-19,2.876878468253349e-19
129,,-2.999799853942828e-19,1.0944063138070762e-19
130,,-3.0506126028750003e-19,7.919628270899684e-19
131,20.78210598573097,3.543542172027406e-19,7.926146631167072e-19
132,22.54046750374059,7.016055220147098e-20,5.859087660442969e-19
133,21.70975377660042,1.507920652522485e-19,2.7552094897270655e-19
134,21.426929835499923,1.956627106449662e-19,9.835678470767204e-19
135,21.32033116919865,2.1584775317910103e-19,3.289067732881544e-19
136,21.754266030042057,1.4473500750686364e-19,1.6310385525054513e-19
137,21.63247955804191,1.6191540734843832e-19,4.208906650135486e-19
138,20.7401349972879,3.683205929286986e-19,3.747435953171259e-19
139,20.48673586705733,4.651421041809926e-19,2.0374893506049384e-19
140,20.734921111955547,3.7009358319399247e-19,2.578206400118941e-19
141,19.956218372172987,7.58215487398067e-19,4.337708849272404e-19
142,19.89406135202268,8.028889099610558e-19,3.806243096188682e-19
143,19.966354612616872,7.511698617510872e-19,4.400559833285161e-19
144,21.28764500291955,2.224446673160314e-19,2.7042443738384055e-19
145,21.789077135228755,1.4016808691435153e-19,4.997408034039632e-19
146,20.09206938596046,6.690402493166352e-19,6.783955575147098e-19
147,20.705650147105974,3.802068535783579e-19,2.0681484661645634e-19
148,22.27586825701363,8.952260212319115e-20,4.734866604615914e-19
149,20.560504210797614,4.345885858222161e-19,3.951357775656332e-19
150,21.49663547209759,1.83495666038295e-19,5.298443906200299e-20
151,,-2.5630788052258446e-18,1.826519794919483e-18
152,21.82896759601954,1.3511170099664678e-19,1.9749124129435994e-19
153,21.63867486411277,1.6099413475487947e-19,2.5699110556729436e-19
154,21.176859032752876,2.4634082236134603e-19,3.8822278655143897e-19
155,,-5.487965868278534e-19,8.156174242957962e-19
156,21.24380766913575,2.3160980042497147e-19,2.4908551616702217e-19
157,21.247765787167975,2.3076698986178227e-19,6.103281983135186e-19
158,21.169720788956926,2.4796574195080716e-19,4.03774266479387e-19
159,20.762012023627246,3.6097339207769103e-19,4.5059082015792655e-19
160,21.301330574395617,2.196583769273843e-19,4.055655692766934e-20
161,20.74900119043679,3.653251100799157e-19,4.820905642467886e-19
162,20.409103017945146,4.996188240215442e-19,9.37997158660176e-19
163,20.915225184584333,3.1346562761245135e-19,2.2101293156847884e-19
164,20.144448665187756,6.375298648184297e-19,8.05010031180191e-19
165,21.629823227831903,1.6231202979817714e-19,4.084147930481118e-19
166,20.120776126477235,6.51582706687741e-19,2.345273364094625e-19
167,20.466863460733226,4.737340659326812e-19,4.194372162560034e-19
168,21.04060472915572,2.792788891260675e-19,4.156250323874085e-19
169,21.309966377532636,2.1791817290576043e-19,3.218552941992296e-19
170,19.927550728071584,7.785019572426959e-19,8.972651587730909e-20
171,21.180465077363895,2.4552401027988926e-19,3.2713755662186106e-19
172,21.73691717584615,1.4706628760521838e-19,4.149499492523424e-19
173,20.582239205050282,4.259752024367865e-19,2.260438338739235e-19
174,,-1.3527114515947267e-19,1.763768612569808e-19
175,20.056787550343525,6.911383309355907e-19,5.833397978957999e-19
176,21.363278098428,2.0747642715743483e-19,2.745482852603356e-19
177,20.623412014868133,4.101240090580869e-19,4.344706093253746e-19
178,,-1.5278919300560603e-19,1.4840002525441953e-19
179,,-2.9385652893175762e-18,1.1554032112686128e-18
180,,-1.186281144877863e-18,9.898642877945067e-20
181,20.95188351767901,3.0305858623967444e-19,1.7126920802208724e-19
182,20.357325116235362,5.240225226619517e-19,4.346822818861801e-19
183,,-1.6736971313723535e-18,2.032369318825302e-18
184,20.86324562673582,3.2883781157885276e-19,4.833588051770505e-19
185,25.129597627494757,6.463101092732026e-21,5.286586448852638e-19
186,20.374506250947707,5.157954415146998e-19,1.8026385544161558e-19
187,21.548082585650125,1.7500359318498147e-19,3.2187412503512594e-19
188,,-5.880006536661253e-19,3.507776094854018e-19
189,20.3831957063973,5.116838590178743e-19,4.933225112547975e-19
190,21.381997906951046,2.0392986757462186e-19,5.757155257716509e-20
191,21.217572751888614,2.372744084040848e-19,2.0622272276615783e-19
192,20.38691030257556,5.099362418691953e-19,1.081759671157236e-18
193,21.502034617407727,1.8258544446275757e-19,5.331485096661898e-19
194,22.362059491585466,8.269061146214868e-20,1.2818998413974518e-18
195,22.547668269157075,6.969677650714977e-20,3.0047955469919373e-19
196,21.35385646214885,2.0928466879319013e-19,1.5427398463021377e-19
197,,-8.374895588342319e-21,3.421977051810278e-19
198,21.11551588441765,2.6065955304385556e-19,3.184020359402026e-19
199,,-1.5651116305828464e-18,1.3204195175751793e-19
200,,-7.754538494324629e-19,7.590298664800632e-20
201,20.462830366289726,4.7549707910189715e-19,5.940374941845956e-19
202,20.065654895388878,6.855167042007388e-19,8.351685197367574e-19
203,,-1.798657610729221e-18,4.34914573247245e-19
204,21.54962340180288,1.7475541400708969e-19,5.401950700048197e-19
205,21.303771836529737,2.191650330937647e-19,4.340228973432387e-19
206,22.24164137442109,9.238967730632177e-20,3.930246365094947e-19
207,20.52130774037997,4.505644306940389e-19,2.139428874523108e-19
208,21.48285909428726,1.8583878708319113e-19,1.916268596620905e-19
209,20.871244281645215,3.264241540941659e-19,2.5086163483790857e-20
210,21.1515512527918,2.5215030561946494e-19,5.1884198539359765e-19
211,20.772521845722775,3.5749606160561587e-19,2.0676096516460886e-19
212,20.294594756607612,5.551905909758809e-19,5.773663213642702e-19
213,,-1.826882834537083e-18,2.6901261575325767e-19
214,21.609582125946513,1.6536635340866373e-19,3.5972592368051686e-20
215,22.48907134057143,7.356165030470708e-20,4.184647329652203e-20
216,,-2.5292025026856873e-18,1.7959207975123097e-18
217,20.60899429620692,4.156064524412981e-19,3.287224113182017e-19
218,19.96234523770711,7.539488878473117e-19,1.122315749408307e-18
219,20.76754296999,3.5913920091033327e-19,4.895203683927943e-19
220,21.660859310188687,1.5773798036120602e-19,5.304316455236839e-19
221,,-1.4289694220056938e-21,5.329644035660562e-20
222,22.343923249954837,8.408348431536219e-20,3.589463581028017e-19
223,21.3609288341103,2.0792584080902035e-19,4.1743626201211097e-19
224,22.188709443612286,9.700546963198189e-20,5.62151790561727e-19
225,21.628358302817805,1.6253117643075038e-19,8.874549867630609e-19
226,20.92140845488459,3.1168551379590034e-19,3.2144204221587405e-19
227,21.588096248106833,1.6867141984521535e-19,1.221614029465902e-19
228,21.150974576438447,2.5228426794027204e-19,4.710996103213017e-19
229,20.192699587598558,6.098178956293918e-19,5.581079942797279e-19
230,21.64851024065325,1.595423202360542e-19,4.250864114725755e-19
231,21.079832154053516,2.693687049881064e-19,7.143797306874544e-20
232,,-1.3318551795077066e-18,1.129711522124986e-18
233,20.262174840203354,5.720184856633492e-19,2.3048913214279683e-19
234,20.817802239539315,3.428933828461618e-19,3.042610374261276e-19
235,20.157459692303807,6.299355571254607e-19,3.448259095331558e-19
236,,-1.904208500878222e-18,9.965952441106574e-19
237,25.72794213028357,3.724801623158929e-21,3.4916727919550275e-19
238,21.044209435657816,2.78353204701444e-19,3.3497881320658526e-19
239,20.831677033893275,3.38539373716065e-19,1.4043121447398501e-19
240,21.469049522593085,1.8821758250038121e-19,1.2408838868170572e-19
241,20.40007116341373,5.0379231068583e-19,1.8591417407606912e-20
242,21.41464189881393,1.978897229464138e-19,3.3801224621771553e-19
243,21.462103311904247,1.8942560161369058e-19,3.1816083089698312e-19
244,20.285451406557666,5.598857799605331e-19,7.245007870614899e-19
245,21.350442008228516,2.0994386913062969e-19,4.497889261941636e-19
246,,-2.0611264266087378e-18,1.4231508716834642e-19
247,21.567833012727522,1.7184891516851052e-19,6.028183921403434e-19
248,22.49735224174987,7.300273034619246e-20,5.608114919969416e-19
249,21.253816464587434,2.2948452997016077e-19,2.080925223326703e-19
250,21.316659780160318,2.1657887223578575e-19,4.485115069237952e-19
251,20.532802208631512,4.458195575767092e-19,2.3930500229712975e-19
252,22.125810350322023,1.0279118195576168e-19,3.181301795610465e-19
253,21.521648137607027,1.793167029296554e-19,4.176393244418581e-19
254,21.517490109216777,1.8000474619194483e-19,2.439845993526523e-19
255,21.364027061884126,2.0733335494783232e-19,1.7487045728935448e-19
256,21.301218626382333,2.1968102661573665e-19,5.291422418004822e-20
257,19.821524539809868,8.5836140917620115e-19,7.313592432417778e-19
258,,-1.690127261714476e-19,1.2513627658940909e-18
259,,-1.8047026464284667e-21,3.213791096003681e-19
260,,-2.2276990394802055e-18,2.6098343531973237e-19
261,21.76902823936611,1.427804361479798e-19,5.534388053405823e-19
262,21.645074449946772,1.6004798841365236e-19,3.326472773838569e-19
263,,-2.665780780914921e-18,1.5074612315176778e-18
264,20.854198328473228,3.315894226833674e-19,4.93954304550445e-19
265,21.756350927152344,1.4445734516471828e-19,1.8196259913241364e-19
266,,-2.285233688738157e-18,3.334105944169337e-19
267,19.925464172626977,7.799995119483791e-19,6.247957373623211e-19
268,20.542180250542803,4.419853757221002e-19,1.0594924775457809e-19
269,20.84315933858417,3.3497798403198214e-19,1.5474448956969772e-19
270,,-4.802214554748353e-19,3.5208284480668914e-19
271,21.331273047528153,2.1368339788006134e-19,9.73507830186403e-19
272,20.29400499286729,5.554922482507331e-19,4.660978038302586e-19
273,22.314229118247884,8.641484448272902e-20,5.413449206123981e-19
274,20.06615238109192,6.852026715299137e-19,7.563703565021383e-19
275,21.92176973701852,1.2404295544851502e-19,4.154476076592005e-19
276,20.911698057791913,3.1448560911155225e-19,9.119659289183379e-20
277,21.395032374074315,2.0149628821744055e-19,4.977652004526196e-20
278,,-2.2002765693157572e-18,1.106003385061624e-18
279,20.769246127593927,3.585762730504536e-19,5.730784607726011e-19
280,22.591044662306746,6.696719911663156e-20,5.241792269722359e-19
281,22.202254513987047,9.580279826728378e-20,1.3356282957279903e-19
282,,-2.5896300982990285e-19,1.4757960914773004e-19
283,22.1808859731845,9.770698466404069e-20,1.294674853705326e-19
284,20.065946945008445,6.853323334780102e-19,3.3377607666554946e-19
285,20.81550656345974,3.4361916219934877e-19,6.141105505849793e-19
286,21.652561333729214,1.5894814596983368e-19,4.0382432108920136e-19
287,,-1.6311067533829258e-19,3.0507781154573365e-18
288,20.76190007805192,3.6101061240539534e-19,1.4016463606432907e-19
289,22.037610873518336,1.1148993200462814e-19,5.03093356936737e-19
290,21.429951601003143,1.951189092818986e-19,2.022557506060994e-19
291,21.01547032985341,2.8581950849350866e-19,2.4458769021846227e-19
292,20.28409858109436,5.605838314846843e-19,6.408629389231273e-19
293,22.114531846868,1.038645302492252e-19,1.7431825333813005e-19
294,,-3.00137814574967e-18,2.9530506784965296e-18
295,20.107275726356608,6.597352806482257e-19,1.2809194547799535e-18
296,21.843887075625343,1.3326778200366647e-19,3.7663204243424896e-19
297,20.396734007494263,5.053431661164379e-19,3.9012334740836167e-19
298,19.933374076806242,7.74337637782113e-19,3.755662002091802e-19
299,21.62915973329451,1.6241124916385154e-19,3.9209361107433204e-19
300,20.44622513118208,4.8282522052779445e-19,4.0108427101418357e-19
301,22.21245993484816,9.490651495942915e-20,4.549268196410032e-19
302,20.821103028887148,3.418525221663215e-19,7.816317657727755e-19
303,21.894231303716257,1.2722939982856022e-19,5.513591144914708e-19
304,22.890143456863942,5.0841998940897916e-20,3.677336581298128e-19
305,,-1.4482457662406713e-18,1.2932004075189244e-19
306,22.778007308526558,5.637376965247171e-20,1.292794724692019e-19
307,20.387451325633794,5.09682203606599e-19,5.151573467380899e-19
308,22.610868052452805,6.575560516184284e-20,2.334783181067037e-19
309,,-1.1168691051687857e-18,5.882522011902847e-19
310,,-6.058857638060369e-19,1.067225984608873e-18
311,20.970925666977013,2.9778974181554867e-19,2.955449478889947e-19
312,,-4.1452653352360983e-19,4.397402829609593e-19
313,,-2.0510225687078652e-19,6.109580482884269e-19
314,21.162692653936492,2.4957606810276415e-19,4.1551083858389546e-19
315,,-6.106123189299639e-21,7.517516708809348e-20
316,23.879053722102523,2.044836135217885e-20,3.422855505656518e-19
317,,-3.4148832028689754e-20,1.3884173753462633e-19
318,19.731563053102708,9.325127505241312e-19,6.265169963183569e-19
319,21.728440168995466,1.4821901827510057e-19,4.761519278132104e-19
320,,-3.1867000243852756e-19,7.410122702055189e-19
321,21.368855664758367,2.0641332708264544e-19,5.024107876530333e-19
322,21.121116574686777,2.5931842196876623e-19,5.150978595166482e-19
323,19.9813720318481,7.408515387707452e-19,1.3057858486164794e-19
324,22.37408448690886,8.177983034041843e-20,1.8180952480867781e-19
325,,-6.890267537082861e-19,1.0885869169597359e-18
326,20.985371207473253,2.9385393924990215e-19,7.585535207217588e-20
327,21.702830281856794,1.5175670459580695e-19,5.715628609663831e-19
328,22.452478120208614,7.608319676185324e-20,7.086497106302264e-19
329,,-2.0106865733947228e-19,7.491019909087331e-19
330,20.875269192986313,3.252163136933442e-19,4.3207706264448676e-19
331,19.86093430363429,8.277635117276833e-19,5.13165213093094e-19
332,19.864968411883478,8.246936208776867e-19,2.1319993168041588e-19
333,21.818377823754563,1.3643596611024008e-19,2.8597051056896323e-19
334,21.43531639677229,1.9415717362986594e-19,7.247080709774966e-19
335,21.63023081745445,1.6225110866237831e-19,7.748132528686245e-19
336,21.2998674293576,2.199545895020035e-19,2.536796904306973e-19
337,22.225830927991257,9.374489539497903e-20,2.275536027510451e-19
338,,-2.6495304798867204e-19,9.926110038861462e-20
339,,-3.097332263192444e-19,8.818255884558268e-19
340,,-7.204469255409933e-19,7.023701348223689e-19
341,21.131923127125024,2.5675017551256753e-19,3.0391822488872373e-19
342,20.230355893440628,5.890303094213825e-19,3.7277924967851373e-19
343,22.415429965540593,7.872415609283096e-20,4.65997717896219e-19
344,22.269163387158915,9.007715171972098e-20,6.888283528064063e-19
345,20.06626520079161,6.851314752825635e-19,6.143881545608592e-19
346,22.15013133698699,1.0051421036444973e-19,4.67958492248356e-19
347,21.614592652099926,1.6460496818670676e-19,3.6709378365114777e-19
348,21.24294163797926,2.317946163314191e-19,2.4017673269144612e-19
349,21.77191407210061,1.4240143676671908e-19,5.436053341742495e-19
350,21.64349939414525,1.602803353198327e-19,2.17195632264846e-19
351,20.60179078413164,4.183730357283034e-19,1.0260242144984465e-18
352,21.287044521307852,2.225677274811387e-19,1.662954192908402e-19
353,22.72855925616256,5.90005822522169e-20,4.603040218092147e-19
354,21.023594233667826,2.836888759645991e-19,5.51890305356225e-19
355,19.92596754780607,7.796379679663934e-19,1.9022026711130825e-19
356,,-2.5679735836593164e-18,1.4145952074271512e-18
357,20.787137563406258,3.5271584888791557e-19,8.49018791586176e-20
358,,-1.5556352159694569e-18,1.0450328738975582e-18
359,21.936041925747244,1.2242305974216862e-19,1.8445561869366386e-19
360,21.370310822286715,2.0613686700502478e-19,3.143970800298816e-19
361,20.14808861186309,6.353961152349435e-19,8.35878877206913e-19
362,,-7.667615715026622e-20,3.7948982489914536e-19
363,21.188611193358977,2.436887737955373e-19,1.038129486463241e-18
364,20.149215595250713,6.347369225604797e-19,2.883266618565937e-19
365,,-6.660651375073003e-20,1.032878976246954e-18
366,20.420915965204006,4.942123727818616e-19,5.416051250270815e-19
367,23.13555692221045,4.055619766873163e-20,3.7718068990500723e-19
368,22.12733207460182,1.0264721487429575e-19,5.182740221641423e-19
369,20.554199051536745,4.371196997793755e-19,8.737892553173368e-20
370,,-3.363395741375907e-21,5.059749496373063e-20
371,21.636412432997542,1.613299602503644e-19,2.4152537898761764e-19
372,,-3.048003552241446e-18,1.2232962152719203e-18
373,,-1.5093167133030252e-19,6.029315472486553e-19
374,20.881737569428072,3.232845666485592e-19,4.386460194513891e-19
375,20.516397789695237,4.526066015507335e-19,3.1731252266673203e-19
376,21.13426785203048,2.561963034432399e-19,4.13754884291756e-19
377,21.681431343102435,1.5477736998888865e-19,7.655589823083774e-20
378,22.029033641508104,1.1237418199559716e-19,3.212780791053002e-19
379,22.32063146032328,8.590677504858831e-20,2.6389353558799973e-19
380,21.875217958171692,1.2947705621199944e-19,6.428977603764875e-20
381,21.408688761215476,1.98977740777307e-19,4.417376778075973e-19
382,21.184758659351576,2.445549942173985e-19,6.171656513953248e-20
383,,-9.701141520492832e-21,4.3889204377570416e-20
384,22.40152114514608,7.973913899544806e-20,4.973236658437381e-19
385,20.73481547108449,3.7012959462148027e-19,3.90794814417463e-19
386,22.65220817849507,6.329898244149961e-20,7.012472347907002e-20
387,21.869897725733356,1.301130656854344e-19,5.152223687688101e-19
388,21.40453868096778,1.9973976179581765e-19,2.5116965928943782e-19
389,19.946455401664483,7.650641278361954e-19,7.35429070279452e-20
390,20.877385893983412,3.245829046701587e-19,5.948592637485603e-20
391,20.316682560044615,5.440101164981746e-19,9.706338308620193e-20
392,21.370834652760816,2.0603743702564389e-19,1.4590771020650436e-18
393,25.915952394031404,3.1325574344230216e-21,3.1798628141021447e-19
394,,-6.262555273957513e-19,1.9575110959014632e-19
395,20.977164093603367,2.9608360679777687e-19,5.666068422336013e-19
396,20.376571782573766,5.148151122038188e-19,5.997504628249487e-20
397,,-3.2813406922290374e-19,3.1819842812474835e-19
398,21.32321500005546,2.152751993041066e-19,1.5230752192721138e-19
399,20.58723946694403,4.2401792188431867e-19,3.5403988399702255e-19
400,20.711094527021327,3.783050939513945e-19,5.35024412503261e-19
401,21.67022496978122,1.5638316990676373e-19,5.150756601200256e-19
402,,-3.684793771700004e-19,3.2519328191378713e-19
403,21.317498034884675,2.1641172463869344e-19,7.188710491285781e-20
404,21.936041973216778,1.224230543897028e-19,5.410030155059288e-19
405,21.81696989729757,1.366130039641251e-19,2.0094414455796101e-19
406,19.957048673169755,7.576358747674287e-19,4.0415147498292944e-19
407,20.071006637917367,6.82146012556525e-19,9.6788587502368e-19
408,21.9421247429233,1.2173910450737174e-19,2.1388757963135633e-19
409,,-2.4264018250282953e-18,8.877703598665413e-19
410,22.237292681607645,9.276046720119162e-20,2.4756663360884624e-19
411,20.821435069301035,3.4174799263368384e-19,1.4755200427505986e-19
412,,-1.6254084653450717e-18,1.4933888866882758e-18
413,23.42329220559896,3.111452087388116e-20,3.033144584738796e-19
414,20.648394619331437,4.007948682955833e-19,3.776889007559347e-19
415,,-7.755793507702002e-19,1.5830599171423505e-19
416,21.595567572471776,1.6751471817054617e-19,1.695939242164918e-19
417,23.612245975172957,2.6144576414442895e-20,3.547035851376379e-19
418,22.54263941390938,7.002034309308014e-20,9.076422931293575e-20
419,20.748081819960728,3.6563458798186314e-19,3.9693563531006765e-19
420,20.813787769786206,3.4416356531898273e-19,1.379775586338546e-18
421,20.215421799573807,5.971882857670283e-19,1.952818243856442e-19
422,,-2.1710286989529288e-18,8.192795700672334e-19
423,20.757235395509984,3.62564970260289e-19,3.17693948941442e-19
424,21.038034055389677,2.799409150409065e-19,6.215680520592111e-19
425,21.38288582991729,2.0376316042192114e-19,1.1564843751233284e-19
426,21.7349970958839,1.473265984116904e-19,3.542857992727042e-19
427,,-1.3449627226009929e-18,9.342886602512309e-19
428,20.619842334876996,4.114746325229962e-19,2.998948487149853e-19
429,,-1.817750106538529e-18,1.6160164432279879e-18
430,20.85179777919004,3.3232337386396394e-19,1.4802574017130185e-19
431,21.63572217710559,1.614325582486705e-19,6.605680550967951e-20
432,21.597644056849223,1.671946502941563e-19,2.6786683501858902e-19
433,20.579909072570896,4.2689038285970007e-19,3.7114689498477783e-19
434,22.083731702842844,1.0685314736693721e-19,7.507208422308762e-19
435,21.387310873441802,2.0293439010763762e-19,5.287902040194004e-19
436,,-2.135326971845423e-18,8.600741773575782e-19
437,22.478446261508484,7.428506289499475e-20,3.3904764952845473e-19
438,22.085544095024343,1.0667492888054841e-19,3.1237542029918554e-20
